age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,no
47,unemployed,married,secondary,no,1108,no,no,cellular,8,aug,169,no
54,housemaid,married,secondary,no,42,yes,no,unknown,13,may,514,no
55,housemaid,divorced,primary,no,77,no,no,cellular,31,jul,463,yes
30,self-employed,single,tertiary,no,48,no,no,cellular,27,may,144,no
33,admin.,single,secondary,no,352,yes,no,unknown,5,may,225,no
37,management,married,tertiary,no,0,no,no,cellular,16,jul,268,yes
33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,yes
39,admin.,divorced,secondary,no,112,no,no,cellular,16,sep,574,yes
60,retired,married,secondary,no,0,no,no,cellular,9,sep,408,yes
26,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,117,yes
49,technician,married,tertiary,no,80,no,no,cellular,17,jul,123,no
49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,yes
30,services,divorced,primary,no,459,yes,no,cellular,18,jul,494,yes
28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,yes
37,management,married,tertiary,no,2283,no,no,cellular,6,aug,303,yes
59,unemployed,married,primary,no,19102,no,no,cellular,5,feb,462,no
57,admin.,married,unknown,no,17,no,no,cellular,17,jul,54,no
32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,1282,yes
32,management,single,secondary,no,6,yes,no,unknown,15,may,228,no
39,self-employed,married,tertiary,no,3059,yes,yes,unknown,20,may,394,no
42,blue-collar,married,secondary,no,166,yes,no,unknown,7,may,285,no
44,self-employed,single,tertiary,no,97,yes,no,unknown,6,jun,153,no
60,retired,married,primary,no,838,no,no,cellular,9,jul,147,no
29,unemployed,single,unknown,no,67,no,no,cellular,28,jan,330,no
44,management,single,tertiary,no,5063,no,no,cellular,27,oct,418,yes
36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,yes
54,services,married,unknown,no,386,no,yes,unknown,20,jun,838,yes
38,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,1103,yes
38,technician,single,secondary,no,8381,no,no,cellular,21,nov,98,no
58,self-employed,divorced,secondary,no,613,yes,no,unknown,8,may,154,no
29,blue-collar,single,secondary,no,4574,yes,no,unknown,16,may,217,no
56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471,no
60,retired,married,secondary,no,938,no,no,cellular,13,jan,380,yes
36,admin.,married,secondary,no,1054,yes,no,cellular,25,may,214,no
47,blue-collar,married,secondary,no,292,no,no,cellular,10,feb,277,yes
36,blue-collar,single,secondary,no,40,yes,no,cellular,27,aug,259,yes
28,management,single,secondary,no,2840,no,no,cellular,20,apr,227,yes
33,management,single,tertiary,no,3655,no,no,cellular,19,aug,183,no
40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,yes
58,management,married,tertiary,no,96,no,no,cellular,21,nov,850,yes
49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,yes
54,management,divorced,tertiary,no,5475,no,no,cellular,22,jul,321,yes
39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,175,yes
59,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,yes
21,student,single,secondary,no,232,yes,no,unknown,21,may,110,no
40,services,married,secondary,no,683,yes,no,cellular,2,feb,299,no
25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,yes
46,management,married,tertiary,no,273,yes,no,cellular,10,may,583,yes
38,admin.,married,secondary,no,384,no,no,cellular,3,feb,387,no
54,unknown,married,secondary,no,2206,no,no,cellular,13,may,260,yes
41,management,divorced,tertiary,no,369,yes,no,telephone,22,aug,9,no
43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,745,yes
59,technician,married,secondary,no,259,no,no,cellular,18,mar,224,yes
40,management,divorced,unknown,no,4095,yes,no,cellular,20,apr,281,no
30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,yes
28,self-employed,single,secondary,no,5679,yes,no,cellular,9,feb,701,yes
57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,yes
64,retired,married,primary,no,48,no,no,cellular,9,sep,167,yes
40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,yes
41,technician,single,unknown,no,5372,yes,no,cellular,13,jan,248,yes
65,retired,married,tertiary,no,2416,no,no,cellular,17,feb,221,yes
22,student,single,unknown,no,47,no,no,cellular,3,jul,69,no
44,management,married,tertiary,no,7818,no,no,cellular,27,may,412,yes
65,retired,married,secondary,no,571,yes,no,cellular,20,oct,349,yes
28,management,single,tertiary,no,223,yes,no,telephone,27,aug,157,yes
34,services,single,secondary,no,0,yes,no,cellular,17,apr,112,no
33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,yes
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,yes
45,management,married,tertiary,no,-191,yes,no,cellular,18,jul,178,no
64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,nov,201,yes
45,management,married,tertiary,no,1929,yes,no,unknown,29,may,44,no
25,admin.,single,tertiary,no,3730,yes,no,cellular,27,feb,353,yes
35,management,married,tertiary,no,2717,no,no,cellular,13,aug,394,yes
31,technician,single,secondary,no,2,no,yes,cellular,11,aug,104,no
35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,yes
34,services,married,secondary,no,-99,yes,yes,cellular,7,may,258,no
45,admin.,single,secondary,no,-11,yes,no,cellular,5,may,247,no
60,management,married,tertiary,no,3401,no,no,cellular,30,oct,294,yes
40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,yes
36,services,single,secondary,no,365,no,no,cellular,4,may,643,yes
46,self-employed,divorced,tertiary,no,926,yes,no,cellular,19,nov,168,no
53,management,married,unknown,no,876,yes,no,telephone,14,jul,214,no
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,yes
34,services,single,secondary,no,-701,yes,no,cellular,11,may,610,yes
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,254,yes
55,entrepreneur,married,tertiary,no,625,no,no,telephone,20,nov,88,no
24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,yes
38,technician,married,primary,no,217,yes,no,unknown,9,jun,491,yes
34,blue-collar,married,secondary,no,182,no,no,cellular,6,aug,938,yes
29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,yes
45,management,married,tertiary,no,1493,no,no,unknown,16,jun,140,no
36,admin.,single,secondary,no,148,yes,no,cellular,15,may,1357,yes
26,services,married,secondary,no,116,no,no,cellular,5,feb,319,no
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,yes
53,management,divorced,tertiary,no,2152,no,no,cellular,4,may,520,no
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,yes
25,technician,single,secondary,no,4718,no,no,cellular,24,jul,709,yes
34,blue-collar,married,secondary,no,1650,yes,yes,telephone,22,jul,351,no
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,yes
35,admin.,married,tertiary,no,0,yes,no,cellular,28,jul,151,no
40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,yes
39,technician,divorced,secondary,no,385,no,no,cellular,25,may,644,no
30,services,single,primary,no,411,yes,no,cellular,6,may,457,no
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,yes
31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,yes
50,technician,married,primary,no,-315,no,yes,cellular,21,nov,61,no
24,student,single,secondary,no,1809,no,no,cellular,11,oct,165,yes
33,technician,divorced,primary,no,20,yes,no,unknown,15,may,172,no
43,admin.,married,secondary,no,1807,yes,yes,unknown,30,may,711,no
36,self-employed,married,secondary,no,611,no,no,cellular,11,jul,126,no
32,services,single,tertiary,no,0,no,no,cellular,28,aug,23,no
25,student,single,tertiary,no,1189,no,no,cellular,3,jun,165,yes
25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,yes
59,housemaid,married,secondary,no,345,no,no,unknown,9,jun,38,no
41,management,married,tertiary,no,472,yes,no,cellular,10,jul,783,no
62,retired,married,secondary,no,569,no,no,cellular,4,aug,288,yes
34,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,yes
28,services,single,secondary,no,168,no,no,cellular,1,jun,347,yes
31,technician,single,tertiary,no,418,no,no,cellular,7,aug,67,no
45,services,married,secondary,no,1306,no,no,unknown,11,jun,125,no
68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,yes
38,entrepreneur,married,secondary,no,0,yes,yes,cellular,20,apr,305,no
27,admin.,single,secondary,no,192,no,no,telephone,28,jul,1076,yes
32,technician,divorced,secondary,no,0,no,no,cellular,19,aug,103,no
40,self-employed,married,secondary,no,1216,yes,no,cellular,18,nov,52,no
50,technician,married,secondary,no,20,yes,no,cellular,8,may,57,no
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,yes
44,technician,single,primary,no,148,no,no,unknown,19,jun,311,no
30,technician,single,tertiary,no,97,no,no,cellular,4,aug,417,no
45,housemaid,married,tertiary,no,0,yes,no,telephone,7,may,309,no
39,management,divorced,secondary,no,4314,yes,no,cellular,20,nov,141,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,no
54,technician,married,secondary,no,114,no,no,cellular,30,jul,458,yes
34,technician,single,secondary,no,19348,yes,no,cellular,8,aug,316,no
33,blue-collar,single,secondary,no,-38,yes,no,cellular,18,may,184,no
33,self-employed,married,tertiary,no,1278,no,no,cellular,6,oct,649,yes
47,management,married,tertiary,no,2473,yes,yes,cellular,31,jul,122,no
30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,yes
33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,yes
39,management,married,unknown,no,76,no,no,cellular,15,sep,200,yes
47,blue-collar,married,primary,no,333,yes,no,cellular,21,nov,118,no
47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,yes
47,technician,married,secondary,no,0,no,no,cellular,19,aug,203,no
45,technician,single,tertiary,no,5336,no,no,unknown,28,may,99,no
46,housemaid,married,secondary,no,271,yes,no,cellular,30,jul,1013,yes
58,blue-collar,single,secondary,no,3612,yes,no,cellular,15,apr,563,no
31,technician,married,secondary,no,17,yes,yes,unknown,6,may,120,no
27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285,yes
55,blue-collar,married,secondary,no,0,no,no,unknown,12,jun,614,yes
34,services,single,secondary,no,267,no,no,cellular,8,jul,449,yes
35,management,divorced,tertiary,no,2885,no,no,cellular,13,aug,199,yes
35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,yes
29,technician,married,secondary,no,132,yes,yes,cellular,30,apr,88,no
26,services,single,tertiary,no,130,yes,no,cellular,14,may,24,no
41,services,married,secondary,no,1319,yes,no,cellular,11,may,305,no
29,services,single,secondary,no,40,yes,no,cellular,18,may,105,no
66,entrepreneur,married,primary,no,0,no,no,telephone,12,aug,701,no
33,admin.,married,secondary,no,855,no,no,cellular,15,apr,110,yes
53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,yes
37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,no
48,unemployed,married,secondary,no,0,no,no,telephone,31,jul,35,no
28,blue-collar,married,secondary,no,1134,no,no,cellular,9,feb,130,no
38,technician,married,tertiary,no,4383,no,no,cellular,4,feb,1381,yes
67,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,441,yes
33,management,single,tertiary,no,0,no,no,cellular,11,aug,699,yes
56,self-employed,divorced,secondary,no,0,no,no,cellular,18,nov,348,no
48,technician,divorced,secondary,no,353,no,no,cellular,11,aug,132,no
30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,yes
36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,yes
32,admin.,married,secondary,no,995,no,no,cellular,3,sep,331,yes
34,technician,married,secondary,no,0,yes,yes,telephone,13,aug,60,no
44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,yes
29,technician,single,tertiary,no,542,yes,no,unknown,9,may,338,no
28,admin.,single,secondary,no,460,yes,no,unknown,26,may,741,yes
29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,yes
50,management,married,tertiary,no,0,no,no,unknown,11,jun,916,no
37,technician,single,secondary,no,194,yes,no,cellular,2,feb,144,no
34,management,single,tertiary,no,3244,no,no,cellular,18,nov,131,no
30,services,married,primary,no,1015,yes,no,cellular,20,nov,24,no
57,blue-collar,married,primary,no,679,yes,no,unknown,6,jun,78,no
34,technician,married,secondary,no,550,no,yes,cellular,9,jul,601,no
59,technician,married,secondary,no,135,yes,yes,cellular,23,jul,416,yes
51,admin.,divorced,secondary,no,74,yes,no,cellular,8,may,74,no
31,technician,married,tertiary,no,2951,yes,no,cellular,17,jul,115,no
40,services,divorced,secondary,no,5766,yes,yes,cellular,17,nov,68,no
34,management,married,tertiary,no,828,no,yes,cellular,11,aug,1080,yes
41,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,229,yes
61,retired,married,secondary,no,11,no,no,cellular,29,sep,232,yes
31,management,married,tertiary,no,4328,no,no,cellular,12,oct,203,yes
42,admin.,single,secondary,no,164,yes,yes,unknown,22,oct,80,no
43,technician,single,unknown,no,11115,no,no,cellular,23,apr,291,yes
49,housemaid,divorced,unknown,no,2754,no,no,unknown,6,jun,18,no
56,services,divorced,secondary,no,935,no,no,cellular,2,jun,136,no
20,student,single,primary,no,6991,no,no,cellular,12,aug,178,yes
51,management,divorced,secondary,no,-175,yes,yes,unknown,23,may,270,no
27,entrepreneur,married,tertiary,no,139,no,no,cellular,15,jul,448,yes
51,management,married,tertiary,no,176,yes,yes,unknown,1,jun,8,no
53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,yes
40,technician,married,secondary,no,318,no,no,cellular,21,aug,196,no
38,technician,married,secondary,no,581,yes,no,cellular,2,feb,223,no
42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,yes
50,management,divorced,tertiary,no,810,no,no,cellular,15,sep,91,yes
54,blue-collar,married,secondary,no,3002,no,no,cellular,13,aug,110,no
36,entrepreneur,married,secondary,no,246,yes,no,cellular,18,may,427,no
33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,yes
72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,yes
31,admin.,married,secondary,no,35,no,no,cellular,30,apr,615,yes
36,blue-collar,married,secondary,no,1704,no,no,unknown,11,jun,179,no
27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,yes
39,blue-collar,married,primary,no,4,yes,no,cellular,19,nov,206,no
34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,yes
32,management,married,tertiary,no,972,no,no,cellular,14,aug,297,no
49,blue-collar,married,primary,no,226,yes,no,unknown,19,jun,326,no
36,admin.,married,tertiary,no,29,no,no,cellular,12,aug,576,yes
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,yes
57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,189,no
39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,yes
31,blue-collar,single,primary,no,-147,no,yes,cellular,9,jul,263,no
38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,yes
50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,yes
31,admin.,married,secondary,no,439,no,no,unknown,28,may,233,no
52,admin.,divorced,secondary,no,-402,yes,no,cellular,21,nov,151,no
30,housemaid,married,secondary,no,533,yes,no,cellular,2,jun,212,no
58,management,divorced,tertiary,no,26254,yes,no,cellular,21,nov,53,no
24,student,single,secondary,no,1234,no,no,cellular,21,jul,314,yes
33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,yes
30,management,single,tertiary,no,3410,yes,no,cellular,18,may,140,no
30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,yes
33,management,married,tertiary,no,1778,no,no,cellular,12,feb,388,yes
35,management,single,tertiary,no,9336,yes,no,cellular,18,may,311,no
33,management,married,tertiary,no,1,yes,yes,cellular,21,jul,551,no
39,management,single,tertiary,no,4025,yes,yes,unknown,21,may,162,no
45,technician,single,tertiary,no,302,yes,no,cellular,21,nov,22,no
58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,yes
52,blue-collar,married,secondary,no,-519,yes,no,unknown,9,jun,442,yes
47,management,married,tertiary,no,2351,no,no,cellular,10,mar,80,yes
56,services,married,unknown,no,0,no,no,cellular,29,jul,83,no
39,blue-collar,married,secondary,no,7653,no,no,unknown,11,jun,165,no
51,blue-collar,married,primary,no,0,yes,yes,cellular,25,jul,946,yes
50,management,married,primary,no,313,no,no,telephone,14,oct,958,yes
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,yes
34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,no
32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,yes
68,retired,divorced,primary,no,2027,no,no,cellular,15,jun,619,yes
58,retired,married,primary,no,565,no,no,telephone,7,jul,876,yes
49,services,divorced,secondary,no,1162,no,no,cellular,5,feb,159,no
37,technician,married,secondary,no,407,yes,no,cellular,11,jul,141,no
63,retired,married,primary,no,48,no,no,cellular,9,jun,251,yes
64,retired,divorced,primary,no,109,no,no,cellular,23,jun,706,yes
39,management,married,unknown,no,1253,no,no,cellular,2,feb,337,no
28,admin.,single,secondary,no,157,no,no,cellular,27,may,155,yes
30,blue-collar,married,secondary,no,167,yes,no,cellular,10,jul,255,yes
52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,no
31,management,married,tertiary,no,6138,no,no,cellular,16,oct,154,yes
39,management,married,tertiary,no,1572,no,no,cellular,7,aug,1462,no
54,management,married,tertiary,no,0,no,no,cellular,26,aug,748,no
34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,yes
33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,yes
57,housemaid,married,primary,no,780,no,no,cellular,26,mar,94,no
34,blue-collar,single,unknown,no,129,yes,yes,cellular,16,nov,295,yes
28,housemaid,single,secondary,no,781,yes,no,cellular,17,apr,52,no
